Date,Zip Code,Model Year,Fuel,Make,Duty,Vehicles
10/1/2018,90001,<2006,Gasoline,OTHER/UNK,Heavy,40
10/1/2018,90001,<2006,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90002,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,12
10/1/2018,90002,2006,Gasoline,OTHER/UNK,Heavy,4
10/1/2018,90002,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,15
10/1/2018,90002,2007,Gasoline,OTHER/UNK,Heavy,6
10/1/2018,90002,2008,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,16
10/1/2018,90002,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,25
10/1/2018,90002,2008,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90002,2009,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,15
10/1/2018,90002,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,18
10/1/2018,90002,2009,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90002,2010,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,20
10/1/2018,90002,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,16
10/1/2018,90002,2011,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,12
10/1/2018,90002,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90002,2011,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90002,2011,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90002,2012,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,19
10/1/2018,90002,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,14
10/1/2018,90002,2013,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,15
10/1/2018,90002,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,11
10/1/2018,90002,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90002,2014,Flex-Fuel,OTHER/UNK,Heavy,2
10/1/2018,90002,2014,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90002,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90002,2015,Flex-Fuel,OTHER/UNK,Heavy,2
10/1/2018,90002,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90002,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90002,2017,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90002,2018,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2
10/1/2018,90002,<2006,Diesel and Diesel Hybrid,CHEVROLET,Heavy,11
10/1/2018,90002,<2006,Diesel and Diesel Hybrid,FORD,Heavy,32
10/1/2018,90002,<2006,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,32
10/1/2018,90002,<2006,Diesel and Diesel Hybrid,GMC,Heavy,18
10/1/2018,90002,<2006,Diesel and Diesel Hybrid,INTERNATIONAL,Heavy,20
10/1/2018,90002,<2006,Diesel and Diesel Hybrid,ISUZU,Heavy,25
10/1/2018,90002,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,51
10/1/2018,90002,<2006,Gasoline,CHEVROLET,Heavy,29
10/1/2018,90002,<2006,Gasoline,DODGE,Heavy,12
10/1/2018,90002,<2006,Gasoline,FORD,Heavy,60
10/1/2018,90002,<2006,Gasoline,GMC,Heavy,23
10/1/2018,90002,<2006,Gasoline,OTHER/UNK,Heavy,26
10/1/2018,90003,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,22
10/1/2018,90003,2006,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90003,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,13
10/1/2018,90003,2007,Gasoline,OTHER/UNK,Heavy,8
10/1/2018,90003,2008,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,17
10/1/2018,90003,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,22
10/1/2018,90003,2008,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90003,2009,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,33
10/1/2018,90003,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,23
10/1/2018,90003,2009,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90003,2009,Natural Gas,OTHER/UNK,Heavy,4
10/1/2018,90003,2010,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,14
10/1/2018,90003,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,20
10/1/2018,90003,2010,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90003,2011,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,11
10/1/2018,90003,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,23
10/1/2018,90003,2011,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90003,2012,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,20
10/1/2018,90003,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,18
10/1/2018,90003,2012,Diesel and Diesel Hybrid,PETERBILT,Heavy,12
10/1/2018,90003,2012,Flex-Fuel,OTHER/UNK,Heavy,2
10/1/2018,90003,2013,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,11
10/1/2018,90003,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,13
10/1/2018,90003,2013,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90003,2014,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,11
10/1/2018,90003,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90003,2014,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90003,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,9
10/1/2018,90003,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90003,2016,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90003,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90003,2017,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90003,2018,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1
10/1/2018,90003,2018,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90003,<2006,Diesel and Diesel Hybrid,CHEVROLET,Heavy,19
10/1/2018,90003,<2006,Diesel and Diesel Hybrid,FORD,Heavy,35
10/1/2018,90003,<2006,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,53
10/1/2018,90003,<2006,Diesel and Diesel Hybrid,GMC,Heavy,20
10/1/2018,90003,<2006,Diesel and Diesel Hybrid,INTERNATIONAL,Heavy,32
10/1/2018,90003,<2006,Diesel and Diesel Hybrid,ISUZU,Heavy,35
10/1/2018,90003,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,40
10/1/2018,90003,<2006,Gasoline,CHEVROLET,Heavy,48
10/1/2018,90003,<2006,Gasoline,DODGE,Heavy,14
10/1/2018,90003,<2006,Gasoline,FORD,Heavy,69
10/1/2018,90003,<2006,Gasoline,GMC,Heavy,27
10/1/2018,90003,<2006,Gasoline,ISUZU,Heavy,11
10/1/2018,90003,<2006,Gasoline,OTHER/UNK,Heavy,19
10/1/2018,90003,<2006,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90004,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90004,2006,Gasoline,OTHER/UNK,Heavy,9
10/1/2018,90004,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,13
10/1/2018,90004,2007,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90004,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,14
10/1/2018,90004,2008,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90004,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,18
10/1/2018,90004,2009,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90004,2009,Natural Gas,OTHER/UNK,Heavy,2
10/1/2018,90004,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,9
10/1/2018,90004,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,8
10/1/2018,90004,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,19
10/1/2018,90004,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,14
10/1/2018,90004,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,13
10/1/2018,90004,2014,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90004,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,17
10/1/2018,90004,2015,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90004,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,12
10/1/2018,90004,2016,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90004,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,6
10/1/2018,90004,2017,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90004,2018,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90004,<2006,Diesel and Diesel Hybrid,FORD,Heavy,15
10/1/2018,90004,<2006,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,11
10/1/2018,90004,<2006,Diesel and Diesel Hybrid,ISUZU,Heavy,20
10/1/2018,90004,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,26
10/1/2018,90004,<2006,Gasoline,CHEVROLET,Heavy,13
10/1/2018,90004,<2006,Gasoline,FORD,Heavy,16
10/1/2018,90004,<2006,Gasoline,OTHER/UNK,Heavy,14
10/1/2018,90005,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90005,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,6
10/1/2018,90005,2007,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90005,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90005,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90005,2009,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90005,2009,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90005,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90005,2010,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90005,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90005,2011,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90005,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90005,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,9
10/1/2018,90005,2013,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90005,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90005,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90005,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,9
10/1/2018,90005,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90005,2017,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90005,2017,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90005,2018,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90005,2018,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90005,2019,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90005,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,30
10/1/2018,90005,<2006,Gasoline,OTHER/UNK,Heavy,30
10/1/2018,90006,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,12
10/1/2018,90006,2006,Gasoline,OTHER/UNK,Heavy,6
10/1/2018,90006,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,8
10/1/2018,90006,2007,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90006,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,19
10/1/2018,90006,2008,Gasoline,OTHER/UNK,Heavy,4
10/1/2018,90006,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,13
10/1/2018,90006,2009,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90006,2009,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90006,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,11
10/1/2018,90006,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,11
10/1/2018,90006,2011,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90006,2011,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90006,2012,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,13
10/1/2018,90006,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,11
10/1/2018,90006,2012,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90006,2012,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90006,2012,Natural Gas,OTHER/UNK,Heavy,1
10/1/2018,90006,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,12
10/1/2018,90006,2013,Flex-Fuel,OTHER/UNK,Heavy,2
10/1/2018,90006,2013,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90006,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90006,2014,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90006,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,12
10/1/2018,90006,2015,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90006,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,12
10/1/2018,90006,2016,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90006,2016,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90006,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,12
10/1/2018,90006,2017,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90006,2017,Gasoline,OTHER/UNK,Heavy,4
10/1/2018,90006,2018,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90006,2018,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90006,<2006,Diesel and Diesel Hybrid,FORD,Heavy,22
10/1/2018,90006,<2006,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,13
10/1/2018,90006,<2006,Diesel and Diesel Hybrid,HINO,Heavy,12
10/1/2018,90006,<2006,Diesel and Diesel Hybrid,ISUZU,Heavy,17
10/1/2018,90006,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,31
10/1/2018,90006,<2006,Gasoline,CHEVROLET,Heavy,16
10/1/2018,90006,<2006,Gasoline,FORD,Heavy,22
10/1/2018,90006,<2006,Gasoline,OTHER/UNK,Heavy,27
10/1/2018,90007,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,18
10/1/2018,90007,2006,Gasoline,OTHER/UNK,Heavy,6
10/1/2018,90007,2007,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,16
10/1/2018,90007,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90007,2007,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90007,2008,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,24
10/1/2018,90007,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,6
10/1/2018,90007,2008,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90007,2009,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,11
10/1/2018,90007,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,8
10/1/2018,90007,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,11
10/1/2018,90007,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90007,2011,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90007,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90007,2012,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90007,2012,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90007,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,13
10/1/2018,90007,2013,Gasoline,OTHER/UNK,Heavy,4
10/1/2018,90007,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90007,2014,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90007,2014,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90007,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,15
10/1/2018,90007,2015,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90007,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90007,2016,Flex-Fuel,OTHER/UNK,Heavy,3
10/1/2018,90007,2016,Gasoline,OTHER/UNK,Heavy,4
10/1/2018,90007,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90007,2017,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90007,2018,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90007,2018,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90007,2019,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90007,<2006,Diesel and Diesel Hybrid,FORD,Heavy,17
10/1/2018,90007,<2006,Diesel and Diesel Hybrid,FREIGHTLINER,Heavy,34
10/1/2018,90007,<2006,Diesel and Diesel Hybrid,INTERNATIONAL,Heavy,19
10/1/2018,90007,<2006,Diesel and Diesel Hybrid,ISUZU,Heavy,17
10/1/2018,90007,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,29
10/1/2018,90007,<2006,Gasoline,CHEVROLET,Heavy,23
10/1/2018,90007,<2006,Gasoline,FORD,Heavy,31
10/1/2018,90007,<2006,Gasoline,GMC,Heavy,17
10/1/2018,90007,<2006,Gasoline,OTHER/UNK,Heavy,27
10/1/2018,90008,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,6
10/1/2018,90008,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2
10/1/2018,90008,2007,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90008,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,9
10/1/2018,90008,2008,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90008,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90008,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2
10/1/2018,90008,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1
10/1/2018,90008,2011,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90008,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90008,2012,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90008,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2
10/1/2018,90008,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2
10/1/2018,90008,2014,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90008,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90008,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90008,2016,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90008,2017,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2
10/1/2018,90008,2017,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90008,2018,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90008,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,26
10/1/2018,90008,<2006,Gasoline,FORD,Heavy,13
10/1/2018,90008,<2006,Gasoline,OTHER/UNK,Heavy,21
10/1/2018,90009,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90009,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,6
10/1/2018,90009,2007,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90009,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90009,2008,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90009,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,11
10/1/2018,90009,2010,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90009,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,4
10/1/2018,90009,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1
10/1/2018,90009,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,2
10/1/2018,90009,2013,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90009,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1
10/1/2018,90009,2014,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90009,2015,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90009,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90009,2016,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90009,2018,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90009,2019,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,1
10/1/2018,90009,<2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,33
10/1/2018,90009,<2006,Gasoline,OTHER/UNK,Heavy,10
10/1/2018,90010,2006,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90010,2006,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90010,2007,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90010,2007,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90010,2008,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,11
10/1/2018,90010,2008,Gasoline,OTHER/UNK,Heavy,3
10/1/2018,90010,2009,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,3
10/1/2018,90010,2011,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90010,2011,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90010,2011,Gasoline,OTHER/UNK,Heavy,5
10/1/2018,90010,2012,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,10
10/1/2018,90010,2012,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90010,2012,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90010,2013,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90010,2013,Flex-Fuel,OTHER/UNK,Heavy,3
10/1/2018,90010,2013,Gasoline,OTHER/UNK,Heavy,1
10/1/2018,90010,2014,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,5
10/1/2018,90010,2014,Gasoline,OTHER/UNK,Heavy,2
10/1/2018,90010,2015,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,7
10/1/2018,90010,2015,Flex-Fuel,OTHER/UNK,Heavy,5
10/1/2018,90010,2015,Gasoline,OTHER/UNK,Heavy,7
10/1/2018,90010,2016,Diesel and Diesel Hybrid,FORD,Heavy,24
10/1/2018,90010,2016,Diesel and Diesel Hybrid,OTHER/UNK,Heavy,18
10/1/2018,90010,2016,Flex-Fuel,OTHER/UNK,Heavy,1
10/1/2018,90010,2016,Gasoline,FORD,Heavy,26
